dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.824647,3.485022,3.215989,1.016690,-1.432859,0.395552,0.132769
0.020000,4.844245,3.487576,3.235753,0.988182,-1.425399,0.372987,0.126427
0.020000,4.863296,3.489937,3.254949,0.959817,-1.418235,0.358228,0.120174
0.020000,4.881800,3.492114,3.273581,0.931592,-1.411292,0.347145,0.114017
0.020000,4.899759,3.494115,3.291651,0.903501,-1.404544,0.337362,0.107965
0.020000,4.917173,3.495951,3.309162,0.875532,-1.398455,0.304463,0.102025
0.020000,4.934044,3.497628,3.326115,0.847689,-1.392116,0.316971,0.096204
0.020000,4.950371,3.499157,3.342515,0.819960,-1.386486,0.281473,0.090509
0.020000,4.966157,3.500546,3.358361,0.792338,-1.381070,0.270811,0.084946
0.020000,4.981402,3.501802,3.373658,0.764821,-1.375837,0.261637,0.079523
0.020000,4.996107,3.502935,3.388406,0.737406,-1.370756,0.254046,0.074244
0.020000,5.010272,3.503952,3.402608,0.710078,-1.366394,0.218143,0.069115
0.020000,5.023898,3.504862,3.416264,0.682844,-1.361728,0.233276,0.064141
0.020000,5.036987,3.505671,3.429378,0.655688,-1.357794,0.196706,0.059327
0.020000,5.049539,3.506387,3.441950,0.628608,-1.354006,0.189376,0.054678
0.020000,5.061554,3.507018,3.453982,0.601601,-1.350334,0.183617,0.050199
0.020000,5.073034,3.507570,3.465476,0.574666,-1.346745,0.179455,0.045892
0.020000,5.083979,3.508050,3.476431,0.547786,-1.344002,0.137143,0.041762
0.020000,5.094391,3.508464,3.486851,0.520972,-1.340688,0.165687,0.037813
0.020000,5.104268,3.508819,3.496735,0.494209,-1.338191,0.124849,0.034046
0.020000,5.113613,3.509121,3.506085,0.467493,-1.335761,0.121514,0.030467
0.020000,5.122426,3.509374,3.514901,0.440826,-1.333370,0.119572,0.027076
0.020000,5.130708,3.509585,3.523186,0.414206,-1.330990,0.118992,0.023877
0.020000,5.138458,3.509759,3.530938,0.387614,-1.329614,0.068811,0.020873
0.020000,5.145678,3.509899,3.538159,0.361068,-1.327274,0.116958,0.018064
0.020000,5.152368,3.510012,3.544850,0.334551,-1.325900,0.068739,0.015453
0.020000,5.158529,3.510099,3.551011,0.308060,-1.324519,0.069047,0.013043
0.020000,5.164160,3.510167,3.556643,0.281598,-1.323111,0.070387,0.010833
0.020000,5.169263,3.510217,3.561747,0.255165,-1.321657,0.072692,0.008827
0.020000,5.173838,3.510253,3.566321,0.228739,-1.321268,0.019435,0.007024
0.020000,5.177885,3.510278,3.570368,0.202346,-1.319673,0.079789,0.005427
0.020000,5.181404,3.510295,3.573888,0.175963,-1.319145,0.026365,0.004035
0.020000,5.184396,3.510305,3.576879,0.149592,-1.318559,0.029315,0.002851
0.020000,5.186861,3.510311,3.579344,0.123234,-1.317902,0.032832,0.001874
0.020000,5.188798,3.510314,3.581282,0.096890,-1.317166,0.036833,0.001106
0.020000,5.190209,3.510315,3.582693,0.070544,-1.317326,-0.008037,0.000546
0.020000,5.191094,3.510315,3.583577,0.044214,-1.316485,0.042053,0.000194
0.020000,5.191493,3.510315,3.583977,0.019995,-1.210978,5.275380,0.000036
0.020000,5.191583,3.510315,3.584066,0.004470,-0.776212,21.738307,6.283185
0.020000,5.191583,3.510315,3.584066,0.000000,-0.223523,27.634420,6.283185
